frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-lightorange,position_px_x-lightorange,position_px_y-lightorange,rx-lightorange,ry-lightorange,vx-lightorange,vy-lightorange,ax-lightorange,ay-lightorange
737,24578.0,,,,,,,,,,18,595,532,,,,,,,,,,,,,,,
738,24609.7,,,,,,,,,,18,621,526,,,,,,,,,,,,,,,
739,24645.4,,,,,,,,,,17,651,521,,,,,,,,,,,,,,,
740,24673.6,,,,,,,,,,18,676,518,,,,,,,,,,,,,,,
741,24710.0,,,,,,,,,,18,699,515,,,,,,,,,,,,,,,
742,24741.5,,,,,,,,,,20,715,517,,,,,,,,,,,,,,,
743,24773.3,,,,,,,,,,18,724,518,,,,,,,,,,,,,,,
744,24808.9,,,,,,,,,,19,725,522,,,,,,,,,,,,,,,
745,24841.4,,,,,,,,,,19,716,528,,,,,,,,,,,,,,,
746,24873.3,,,,,,,,,,18,700,536,,,,,,,,,,,,,,,
747,24909.3,,,,,,,,,,18,678,546,,,,,,,,,,,,,,,
748,24941.2,,,,,,,,,,17,652,556,,,,,,,,,,,,,,,
749,24973.2,,,,,,,,,,17,626,565,,,,,,,,,,,,,,,
750,25009.2,,,,,,,,,,17,601,577,,,,,,,,,,,,,,,
751,25041.5,,,,,,,,,,16,579,586,,,,,,,,,,,,,,,
752,25073.5,,,,,,,,,,16,563,596,,,,,,,,,,,,,,,
753,25109.0,,,,,,,,,,17,554,606,,,,,,,,,,,,,,,
754,25141.0,,,,,,,,,,16,554,615,,,,,,,,,,,,,,,
755,25173.3,,,,,,,,,,16,560,624,,,,,,,,,,,,,,,
756,25209.2,,,,,,,,,,16,574,631,,,,,,,,,,,,,,,
757,25241.3,,,,,,,,,,16,592,639,,,,,,,,,,,,,,,
758,25273.1,,,,,,,,,,15,615,645,,,,,,,,,,,,,,,
759,25309.4,,,,,,,,,,15,638,650,,,,,,,,,,,,,,,
760,25341.5,,,,,,,,,,15,662,653,,,,,,,,,,,,,,,
761,25374.2,,,,,,,,,,15,682,656,,,,,,,,,,,,,,,
762,25409.5,,,,,,,,,,16,697,656,,,,,,,,,,,,,,,
763,25442.5,,,,,,,,,,16,707,655,,,,,,,,,,,,,,,
764,25473.9,,,,,,,,,,16,710,651,,,,,,,,,,,,,,,
765,25509.0,,,,,,,,,,16,706,647,,,,,,,,,,,,,,,
766,25541.0,,,,,,,,,,16,695,641,,,,,,,,,,,,,,,
767,25573.5,,,,,,,,,,15,679,634,,,,,,,,,,,,,,,
768,25609.0,,,,,,,,,,16,658,624,,,,,,,,,,,,,,,
769,25641.1,,,,,,,,,,16,636,614,,,,,,,,,,,,,,,
770,25673.6,,,,,,,,,,16,612,603,,,,,,,,,,,,,,,
771,25709.3,,,,,,,,,,16,591,593,,,,,,,,,,,,,,,
772,25741.8,,,,,,,,,,18,572,580,,,,,,,,,,,,,,,
773,25773.5,,,,,,,,,,17,560,568,,,,,,,,,,,,,,,
774,25809.3,,,,,,,,,,18,554,558,,,,,,,,,,,,,,,
775,25841.6,,,,,,,,,,18,555,545,,,,,,,,,,,,,,,
776,25873.5,,,,,,,,,,18,565,535,,,,,,,,,,,,,,,
777,25909.2,,,,,,,,,,18,581,527,,,,,,,,,,,,,,,
778,25941.4,,,,,,,,,,18,602,515,,,,,,,,,,,,,,,
779,25976.2,,,,,,,,,,19,626,508,,,,,,,,,,,,,,,
780,26009.3,,,,,,,,,,18,652,502,,,,,,,,,,,,,,,
781,26041.2,5,647,106,,,,,,,19,675,495,,,,,,,,,,,,,,,
782,26073.1,,,,,,,,,,19,694,495,,,,,,,,,,,,,,,
783,26109.3,,,,,,,,,,19,707,495,,,,,,,,,,,,,,,
784,26141.6,,,,,,,,,,19,714,499,,,,,,,,,,,,,,,
785,26173.6,,,,,,,,,,20,711,503,,,,,,,,,,,,,,,
786,26209.1,,,,,,,,,,19,702,511,,,,,,,,,,,,,,,
787,26241.3,,,,,,,,,,18,687,519,,,,,,,,,,,,,,,
788,26273.2,,,,,,,,,,18,667,533,,,,,,,,,,,,,,,
789,26309.1,,,,,,,,,,17,644,544,,,,,,,,,,,,,,,
790,26341.1,5,647,106,,,,,,,18,620,559,,,,,,,,,,,,,,,
791,26373.2,,,,,,,,,,17,599,574,,,,,,,,,,,,,,,
792,26409.5,,,,,,,,,,16,582,585,,,,,,,,,,,,,,,
793,26441.3,,,,,,,,,,17,571,598,,,,,,,,,,,,,,,
794,26473.3,,,,,,,,,,16,566,611,,,,,,,,,,,,,,,
795,26509.5,,,,,,,,,,16,567,622,,,,,,,,,,,,,,,
796,26541.3,,,,,,,,,,16,575,632,,,,,,,,,,,,,,,
797,26573.1,,,,,,,,,,16,587,643,,,,,,,,,,,,,,,
798,26609.1,,,,,,,,,,15,605,652,,,,,,,,,,,,,,,
799,26640.9,,,,,,,,,,15,624,658,,,,,,,,,,,,,,,
800,26673.2,,,,,,,,,,15,644,664,,,,,,,,,,,,,,,
801,26711.1,,,,,,,,,,15,662,669,,,,,,,,,,,,,,,
802,26741.1,,,,,,,,,,15,676,672,,,,,,,,,,,,,,,
803,26773.1,,,,,,,,,,14,688,672,,,,,,,,,,,,,,,
804,26809.3,,,,,,,,,,15,693,669,,,,,,,,,,,,,,,
